date,n1,n2,n3,n4,n5
2015/7/14,15,37,8,32,33
2015/7/15,28,20,26,39,34
2015/7/16,37,9,39,26,21
2015/7/17,23,8,26,3,15
2015/7/18,27,21,38,36,16
2015/7/20,10,37,38,35,31
2015/7/21,15,11,39,3,18
2015/7/22,37,14,4,20,19
2015/7/23,31,19,29,39,30
2015/7/24,27,31,28,19,5
2015/7/25,17,26,9,14,2
2015/7/27,30,5,13,9,3
2015/7/28,12,29,14,11,32
2015/7/29,35,8,21,32,33
2015/7/30,25,10,29,18,28
2015/7/31,38,36,32,14,16
2015/8/1,10,27,9,32,22
2015/8/3,21,24,15,20,1
2015/8/4,29,5,10,17,37
2015/8/5,31,30,27,10,5
2015/8/6,18,39,1,9,27
2015/8/7,25,36,4,2,23
2015/8/8,10,20,11,39,6
2015/8/10,27,26,5,30,24
2015/8/11,13,35,5,9,7
2015/8/12,11,26,9,32,23
2015/8/13,13,8,12,38,31
2015/8/14,16,17,4,33,6
2015/8/15,3,15,31,10,19
2015/8/17,6,30,15,31,28
2015/8/18,4,34,17,13,30
2015/8/19,1,35,36,4,39
2015/8/20,25,24,15,12,3
2015/8/21,25,38,19,28,17
2015/8/22,28,25,22,5,11
2015/8/24,25,22,28,33,8
2015/8/25,4,35,6,30,7
2015/8/26,30,24,10,17,22
2015/8/27,22,10,30,20,33
2015/8/28,20,18,4,29,6
2015/8/29,29,6,27,26,36
2015/8/31,2,33,36,34,11
2015/9/1,29,23,31,28,17
2015/9/2,12,27,31,28,2
2015/9/3,18,2,14,4,6
2015/9/4,12,32,24,13,7
2015/9/5,19,23,15,36,16
2015/9/7,21,36,25,20,23
2015/9/8,13,8,39,34,18
2015/9/9,21,8,24,13,38
2015/9/10,34,18,6,13,39
2015/9/11,39,3,13,34,27
2015/9/12,30,34,10,1,28
2015/9/14,1,24,5,7,14
2015/9/15,36,25,22,8,2
2015/9/16,39,25,2,26,3
2015/9/17,18,38,27,9,25
2015/9/18,30,1,27,23,2
2015/9/19,18,6,22,37,33
2015/9/21,18,31,1,27,10
2015/9/22,22,30,4,11,2
2015/9/23,16,31,8,33,9
2015/9/24,15,4,18,37,39
2015/9/25,23,35,2,37,21
2015/9/26,29,3,8,38,33
2015/9/28,29,1,3,25,32
2015/9/29,5,29,32,15,12
2015/9/30,22,19,9,36,21
2015/10/1,21,19,7,39,2
2015/10/2,35,13,20,4,1
2015/10/3,13,26,25,2,31
2015/10/5,34,8,14,7,17
2015/10/6,19,24,3,14,17
2015/10/7,11,38,36,28,7
2015/10/8,34,15,10,39,33
2015/10/9,7,26,12,10,39
2015/10/10,30,28,39,19,27
2015/10/12,25,20,37,10,39
2015/10/13,14,8,31,39,22
2015/10/14,4,22,10,2,36
2015/10/15,20,10,31,23,12
2015/10/16,39,31,22,33,32
2015/10/17,39,37,3,25,19
2015/10/19,34,10,37,24,22
2015/10/20,1,28,25,7,23
2015/10/21,23,1,6,25,19
2015/10/22,33,30,22,14,15
2015/10/23,23,19,8,39,11
2015/10/24,21,6,15,37,18
2015/10/26,36,6,1,16,15
2015/10/27,28,32,13,21,9
2015/10/28,8,12,21,14,39
2015/10/29,24,27,7,20,26
2015/10/30,28,29,35,25,4
2015/10/31,31,4,9,16,1
2015/11/2,34,7,22,33,3
2015/11/3,27,39,38,4,37
2015/11/4,37,19,18,31,25
2015/11/5,11,38,23,6,32
2015/11/6,22,35,27,3,18
2015/11/7,3,14,25,13,37
2015/11/9,17,1,38,20,11
2015/11/10,31,2,3,39,11
2015/11/11,15,22,1,33,6
2015/11/12,13,10,21,8,11
2015/11/13,9,26,11,30,13
2015/11/14,21,1,29,5,7
2015/11/16,31,15,25,8,1
2015/11/17,23,13,25,11,10
2015/11/18,31,2,12,11,16
2015/11/19,13,33,39,8,27
2015/11/20,4,34,17,3,32
2015/11/21,15,22,12,35,9
2015/11/23,22,34,4,13,25
2015/11/24,9,10,35,37,3
2015/11/25,19,22,6,9,2
2015/11/26,3,27,2,10,20
2015/11/27,21,39,20,13,30
2015/11/28,12,3,10,37,28
2015/11/30,13,15,19,34,6
2015/12/1,14,23,19,20,4
2015/12/2,6,37,8,33,16
2015/12/3,10,12,21,5,24
2015/12/4,19,6,34,10,28
2015/12/5,12,11,38,36,14
2015/12/7,30,34,21,10,38
2015/12/8,36,39,24,14,27
2015/12/9,16,21,2,22,23
2015/12/10,38,8,36,5,32
2015/12/11,23,24,26,10,37
2015/12/12,28,8,4,39,7
2015/12/14,26,5,34,17,1
2015/12/15,7,36,30,28,38
2015/12/16,30,21,18,36,13
2015/12/17,15,34,37,26,1
2015/12/18,4,30,7,18,34
2015/12/19,13,32,1,20,22
2015/12/21,15,14,10,7,23
2015/12/22,4,34,8,31,16
2015/12/23,1,39,11,23,3
2015/12/24,28,9,26,21,14
2015/12/25,30,26,32,16,22
2015/12/26,20,8,19,24,1
2015/12/28,34,37,5,23,3
2015/12/29,39,38,10,22,17
2015/12/30,9,35,26,14,34
2015/12/31,18,7,22,35,38
2016/1/1,2,15,1,16,14
2016/1/2,25,29,28,17,9
2016/1/4,7,12,15,6,3
2016/1/5,36,24,19,20,37
2016/1/6,31,3,36,25,5
2016/1/7,9,4,8,23,2
2016/1/8,25,31,28,6,10
2016/1/9,7,18,5,29,16
2016/1/11,24,38,9,14,25
2016/1/12,23,31,17,4,39
2016/1/13,20,24,13,2,39
2016/1/14,11,24,35,23,6
2016/1/15,4,1,5,8,37
2016/1/16,31,36,20,5,26
2016/1/18,23,12,4,16,18
2016/1/19,4,5,21,34,8
2016/1/20,21,16,12,24,18
2016/1/21,8,1,37,21,16
2016/1/22,3,27,31,35,18
2016/1/23,6,10,18,37,9
2016/1/25,30,29,11,23,16
2016/1/26,9,18,7,19,33
2016/1/27,10,36,9,19,4
2016/1/28,29,13,27,7,5
2016/1/29,29,8,6,32,20
2016/1/30,5,29,4,20,21
2016/2/1,17,21,35,15,23
2016/2/2,38,20,2,15,6
2016/2/3,39,17,35,6,7
2016/2/4,17,29,26,18,36
2016/2/5,35,34,31,32,15
2016/2/6,20,13,39,1,37
2016/2/8,33,28,8,24,21
2016/2/9,38,34,2,10,35
2016/2/10,36,8,12,7,35
2016/2/11,33,30,27,17,11
2016/2/12,39,17,14,10,30
2016/2/13,1,17,2,25,15
2016/2/15,39,30,6,5,33
2016/2/16,25,34,33,35,30
2016/2/17,20,6,16,37,34
2016/2/18,27,38,22,36,18
2016/2/19,3,32,25,2,8
2016/2/20,3,38,1,4,27
2016/2/22,34,17,14,33,36
2016/2/23,2,17,27,31,28
2016/2/24,10,35,12,20,23
2016/2/25,34,36,14,20,37
2016/2/26,3,25,28,15,10
2016/2/27,5,6,18,20,9
2016/2/29,4,2,9,36,26
2016/3/1,18,21,30,22,13
2016/3/2,1,31,9,13,27
2016/3/3,14,23,22,18,5
2016/3/4,37,29,15,8,6
2016/3/5,10,22,39,1,16
2016/3/7,6,26,3,14,20
2016/3/8,3,38,30,32,29
2016/3/9,13,36,38,5,39
2016/3/10,22,30,27,31,34
2016/3/11,16,33,2,25,28
2016/3/12,23,37,35,30,26
2016/3/14,25,28,11,33,15
2016/3/15,15,26,38,39,32
2016/3/16,32,28,38,30,33
2016/3/17,37,32,28,27,6
2016/3/18,6,23,10,20,35
2016/3/19,29,22,7,6,39
2016/3/21,14,3,8,18,6
2016/3/22,2,29,32,14,12
2016/3/23,2,27,19,7,17
2016/3/24,37,7,10,1,35
2016/3/25,22,12,30,18,14
2016/3/26,9,8,17,5,15
2016/3/28,3,28,10,32,19
2016/3/29,2,3,30,20,9
2016/3/30,27,2,5,4,33
2016/3/31,12,25,36,11,33
2016/4/1,24,25,20,2,19
2016/4/2,15,7,22,12,21
2016/4/4,5,38,39,18,32
2016/4/5,21,34,22,20,23
2016/4/6,11,9,4,35,6
2016/4/7,4,23,29,13,26
2016/4/8,21,18,13,1,19
2016/4/9,38,10,16,35,8
2016/4/11,18,1,6,24,32
2016/4/12,16,19,15,2,31
2016/4/13,17,5,3,24,18
2016/4/14,32,15,31,39,11
2016/4/15,5,14,36,22,15
2016/4/16,7,25,8,11,38
2016/4/18,6,7,9,20,33
2016/4/19,21,17,25,13,1
2016/4/20,16,19,28,9,34
2016/4/21,20,23,2,7,10
2016/4/22,6,33,23,5,8
2016/4/23,37,28,21,38,5
2016/4/25,27,29,30,1,22
2016/4/26,3,37,1,28,19
2016/4/27,14,5,3,11,34
2016/4/28,10,28,22,9,20
2016/4/29,22,15,38,21,7
2016/4/30,10,30,13,29,22
2016/5/2,16,36,21,8,13
2016/5/3,5,1,9,7,11
2016/5/4,17,8,32,13,31
2016/5/5,2,38,34,29,11
2016/5/6,36,19,38,22,35
2016/5/7,24,35,25,20,4
2016/5/9,4,17,24,18,1
2016/5/10,33,36,28,39,13
2016/5/11,7,27,38,33,2
2016/5/12,21,33,12,8,27
2016/5/13,3,5,29,21,26
2016/5/14,14,34,18,23,15
2016/5/16,34,28,27,14,17
2016/5/17,27,9,7,8,33
2016/5/18,25,9,19,16,26
2016/5/19,34,39,21,24,7
2016/5/20,23,31,36,9,4
2016/5/21,26,38,22,10,35
2016/5/23,36,14,17,32,27
2016/5/24,17,25,34,15,33
2016/5/25,33,13,1,4,32
2016/5/26,4,24,21,11,28
2016/5/27,5,2,8,10,22
2016/5/28,36,15,35,31,25
2016/5/30,17,9,26,3,27
2016/5/31,10,17,1,38,4
2016/6/1,16,23,39,15,21
2016/6/2,24,8,5,9,2
2016/6/3,28,27,25,7,35
2016/6/4,16,28,20,11,9
2016/6/6,5,37,13,15,4
2016/6/7,29,25,15,35,20
2016/6/8,34,15,31,7,23
2016/6/9,17,6,36,33,11
2016/6/10,33,21,18,30,26
2016/6/11,31,35,25,29,1
2016/6/13,10,5,6,2,9
2016/6/14,21,6,17,2,23
2016/6/15,5,35,31,16,38
2016/6/16,14,3,25,1,16
2016/6/17,7,18,22,12,33
2016/6/18,36,38,20,23,15
2016/6/20,18,17,37,25,28
2016/6/21,32,6,21,14,34
2016/6/22,16,11,31,4,32
2016/6/23,15,11,10,9,12
2016/6/24,16,10,23,11,5
2016/6/25,29,10,28,18,16
2016/6/27,31,26,29,33,13
2016/6/28,20,3,7,29,5
2016/6/29,13,38,4,31,10
2016/6/30,18,32,15,4,38
2016/7/1,25,14,7,36,27
2016/7/2,37,3,20,28,15
2016/7/4,36,28,9,37,32
2016/7/5,10,19,17,25,9
2016/7/6,8,32,34,31,11
2016/7/7,17,25,27,19,9
2016/7/8,25,29,32,24,26
2016/7/9,27,10,21,12,17
2016/7/11,35,20,9,11,8
2016/7/12,22,5,37,30,39
2016/7/13,1,17,25,5,2
2016/7/14,39,34,25,29,1
2016/7/15,16,32,33,7,25
2016/7/16,17,9,10,34,39
2016/7/18,6,28,25,19,38
2016/7/19,11,23,38,12,21
2016/7/20,33,1,15,27,11
2016/7/21,22,33,30,36,2
2016/7/22,2,10,4,18,30
2016/7/23,9,7,10,2,12
2016/7/25,8,25,22,27,14
2016/7/26,1,39,27,9,10
2016/7/27,2,32,34,14,21
2016/7/28,31,3,2,9,26
2016/7/29,32,27,3,35,39
2016/7/30,11,19,23,29,17
2016/8/1,22,5,9,38,23
2016/8/2,5,31,22,10,23
2016/8/3,11,22,32,36,25
2016/8/4,31,19,12,25,16
2016/8/5,24,36,35,11,3
2016/8/6,3,1,2,34,11
2016/8/8,36,37,30,3,12
2016/8/9,19,27,5,11,29
2016/8/10,30,14,28,29,15
2016/8/11,34,14,2,11,21
2016/8/12,34,18,26,9,4
2016/8/13,39,16,4,6,12
2016/8/15,24,16,36,29,30
2016/8/16,2,4,32,28,20
2016/8/17,18,13,11,19,39
2016/8/18,39,20,21,24,28
2016/8/19,11,20,4,13,35
2016/8/20,32,1,5,28,17
2016/8/22,15,4,27,9,22
2016/8/23,24,5,25,27,21
2016/8/24,39,38,13,1,35
2016/8/25,29,1,22,12,13
2016/8/26,18,35,7,36,10
2016/8/27,34,35,25,2,28
2016/8/29,17,28,36,10,13
2016/8/30,21,16,26,8,15
2016/8/31,21,8,17,37,9
2016/9/1,5,16,11,26,7
2016/9/2,5,30,19,6,4
2016/9/3,14,30,8,18,23
2016/9/5,8,28,30,33,11
2016/9/6,20,32,30,4,35
2016/9/7,15,14,27,37,2
2016/9/8,2,7,32,27,26
2016/9/9,23,16,18,30,11
2016/9/10,25,17,31,37,11
2016/9/12,21,6,12,29,26
2016/9/13,10,32,26,31,4
2016/9/14,11,38,16,29,15
2016/9/15,35,19,25,21,7
2016/9/16,8,12,6,29,13
2016/9/17,4,17,12,22,2
2016/9/19,35,24,18,7,16
2016/9/20,21,39,37,25,4
2016/9/21,20,9,11,5,29
2016/9/22,17,31,10,4,25
2016/9/23,20,9,24,8,5
2016/9/24,25,33,27,4,20
2016/9/26,10,14,31,20,32
2016/9/27,18,38,7,12,11
2016/9/28,27,10,38,11,14
2016/9/29,23,16,12,10,6
2016/9/30,18,34,20,32,35
2016/10/1,15,3,19,12,10
2016/10/3,30,4,17,24,19
2016/10/4,12,39,21,28,35
2016/10/5,27,9,32,22,15
2016/10/6,1,26,25,35,17
2016/10/7,19,6,16,8,15
2016/10/8,37,27,15,7,22
2016/10/10,35,16,38,20,31
2016/10/11,26,13,36,35,8
2016/10/12,7,2,35,21,22
2016/10/13,11,22,17,24,4
2016/10/14,12,22,15,2,21
2016/10/15,7,22,21,32,31
2016/10/17,34,9,27,11,39
2016/10/18,7,22,39,17,35
2016/10/19,3,15,17,22,27
2016/10/20,19,25,5,33,37
2016/10/21,3,34,15,33,28
2016/10/22,37,13,16,31,36
2016/10/24,19,27,8,10,31
2016/10/25,26,12,29,3,9
2016/10/26,10,25,32,1,34
2016/10/27,39,23,33,27,16
2016/10/28,30,12,32,20,28
2016/10/29,15,28,21,19,11
2016/10/31,13,3,31,1,17
2016/11/1,32,2,15,27,22
2016/11/2,17,29,38,36,28
2016/11/3,9,14,3,6,39
2016/11/4,34,38,37,31,32
2016/11/5,22,3,18,38,15
2016/11/7,22,30,32,10,34
2016/11/8,26,13,36,17,4
2016/11/9,7,1,12,26,32
2016/11/10,35,9,5,17,3
2016/11/11,5,8,13,15,20
2016/11/12,12,10,29,32,15
2016/11/14,29,16,19,2,25
2016/11/15,28,32,37,13,19
2016/11/16,29,5,23,12,33
2016/11/17,23,25,6,16,26
2016/11/18,33,20,13,1,24
2016/11/19,20,12,16,5,37
2016/11/21,30,16,8,17,22
2016/11/22,25,34,20,4,5
2016/11/23,8,29,16,2,20
2016/11/24,38,16,20,25,10
2016/11/25,17,7,12,31,22
2016/11/26,24,1,34,12,37
2016/11/28,18,19,9,36,8
2016/11/29,5,19,34,17,12
2016/11/30,14,22,25,4,33
2016/12/1,30,7,14,4,1
2016/12/2,32,16,17,36,33
2016/12/3,16,20,22,9,7
2016/12/5,39,8,21,13,7
2016/12/6,21,24,32,12,6
2016/12/7,17,31,7,18,12
2016/12/8,16,13,9,1,7
2016/12/9,24,33,22,5,32
2016/12/10,37,26,1,8,38
2016/12/12,22,8,2,18,39
2016/12/13,17,38,20,2,6
2016/12/14,36,37,34,15,8
2016/12/15,20,19,35,17,25
2016/12/16,2,39,10,20,13
2016/12/17,8,15,1,20,6
2016/12/19,12,2,23,33,17
2016/12/20,15,28,11,34,18
2016/12/21,2,8,19,27,3
2016/12/22,18,30,24,7,22
2016/12/23,20,32,6,37,8
2016/12/24,18,17,9,15,11
2016/12/26,29,6,7,30,3
2016/12/27,19,30,28,31,16
2016/12/28,26,20,9,18,12
2016/12/29,37,39,25,30,15
2016/12/30,38,36,13,11,29
2016/12/31,14,34,21,18,26
2017/1/2,6,15,10,14,22
2017/1/3,21,8,29,13,2
2017/1/4,22,7,9,37,11
2017/1/5,27,24,33,26,25
2017/1/6,12,38,2,6,11
2017/1/7,8,18,14,12,35
2017/1/9,30,24,9,27,16
2017/1/10,4,9,33,20,31
2017/1/11,15,7,9,24,10
2017/1/12,34,22,20,31,11
2017/1/13,24,34,22,18,4
2017/1/14,14,27,5,7,6
2017/1/16,4,30,23,5,33
2017/1/17,33,16,28,18,19
2017/1/18,20,21,36,9,37
2017/1/19,11,2,17,26,29
2017/1/20,35,8,26,36,11
2017/1/21,33,15,17,21,8
2017/1/23,13,26,4,37,30
2017/1/24,31,28,34,26,33
2017/1/25,26,7,8,18,29
2017/1/26,23,29,5,31,36
2017/1/27,37,12,3,6,1
2017/1/28,7,39,8,10,29
2017/1/30,37,22,11,4,8
2017/1/31,1,6,18,8,9
2017/2/1,25,17,13,7,15
2017/2/2,30,4,32,20,5
2017/2/3,19,25,18,36,27
2017/2/4,3,9,8,7,35
2017/2/6,36,26,10,29,24
2017/2/7,11,1,24,8,34
2017/2/8,24,8,6,39,38
2017/2/9,17,29,2,38,3
2017/2/10,32,27,22,17,5
2017/2/11,25,17,20,2,15
2017/2/13,20,5,15,21,8
2017/2/14,7,20,14,9,1
2017/2/15,18,26,20,27,32
2017/2/16,2,23,3,34,16
2017/2/17,8,31,18,10,2
2017/2/18,37,6,4,9,16
2017/2/20,15,23,29,34,2
2017/2/21,25,28,26,16,12
2017/2/22,7,37,30,17,23
2017/2/23,6,14,38,4,12
2017/2/24,31,33,6,35,28
2017/2/25,38,7,24,17,14
2017/2/27,27,37,25,34,4
2017/2/28,17,4,12,16,14
2017/3/1,35,34,20,9,1
2017/3/2,20,13,36,32,29
2017/3/3,21,7,9,22,19
2017/3/4,24,10,29,28,11
2017/3/6,28,11,12,10,13
2017/3/7,33,9,3,34,11
2017/3/8,8,19,7,28,24
2017/3/9,6,38,26,2,23
2017/3/10,34,8,30,12,10
2017/3/11,32,18,1,27,25
2017/3/13,23,33,28,12,5
2017/3/14,35,4,29,12,22
2017/3/15,31,33,17,35,21
2017/3/16,32,37,4,2,34
2017/3/17,8,15,1,14,38
2017/3/18,10,5,25,38,7
2017/3/20,1,27,39,29,18
2017/3/21,36,34,6,31,24
2017/3/22,3,27,6,9,8
2017/3/23,26,29,10,36,39
2017/3/24,6,11,32,35,15
2017/3/25,30,38,35,27,8
2017/3/27,27,2,15,11,19
2017/3/28,27,16,38,4,13
2017/3/29,8,24,5,23,19
2017/3/30,4,20,30,3,39
2017/3/31,22,18,39,17,19
2017/4/1,27,21,5,7,24
2017/4/3,23,8,19,21,35
2017/4/4,27,25,26,29,36
2017/4/5,15,30,19,12,20
2017/4/6,9,21,35,36,6
2017/4/7,23,25,32,7,20
2017/4/8,39,16,36,26,21
2017/4/10,23,32,15,27,22
2017/4/11,21,38,39,25,15
2017/4/12,25,27,23,3,34
2017/4/13,29,10,35,30,38
2017/4/14,19,2,21,36,32
2017/4/15,22,15,24,19,28
2017/4/17,31,10,14,26,11
2017/4/18,9,18,23,34,30
2017/4/19,11,9,35,4,22
2017/4/20,37,35,21,17,36
2017/4/21,30,34,19,15,23
2017/4/22,16,11,35,38,1
2017/4/24,35,3,39,29,34
2017/4/25,16,31,1,9,12
2017/4/26,13,35,34,18,3
2017/4/27,11,8,38,26,6
2017/4/28,32,15,16,22,35
2017/4/29,16,22,11,33,31
2017/5/1,16,31,36,33,24
2017/5/2,11,4,33,19,16
2017/5/3,22,18,7,35,26
2017/5/4,23,38,11,22,16
2017/5/5,14,11,21,4,20
2017/5/6,35,16,7,5,36
2017/5/8,36,35,24,38,22
2017/5/9,2,19,33,8,27
2017/5/10,6,39,27,34,5
2017/5/11,4,26,7,27,33
2017/5/12,39,7,15,2,38
2017/5/13,13,38,6,22,14
2017/5/15,16,2,25,9,34
2017/5/16,13,23,4,31,11
2017/5/17,28,30,17,29,15
2017/5/18,7,12,36,5,32
2017/5/19,6,24,10,9,25
2017/5/20,10,29,17,20,22
2017/5/22,12,16,27,3,2
2017/5/23,25,27,31,8,12
2017/5/24,25,36,9,7,21
2017/5/25,30,37,5,36,2
2017/5/26,11,32,25,27,4
2017/5/27,9,34,25,33,31
2017/5/29,22,38,36,30,26
2017/5/30,20,10,39,11,35
2017/5/31,1,33,5,8,28
2017/6/1,17,34,10,14,6
2017/6/2,22,26,5,7,3
2017/6/3,25,39,6,19,14
2017/6/5,1,28,19,16,26
2017/6/6,33,29,23,25,8
2017/6/7,30,29,15,33,19
2017/6/8,23,19,12,14,26
2017/6/9,4,31,38,39,7
2017/6/10,16,28,14,26,27
2017/6/12,22,12,11,6,19
2017/6/13,9,20,1,2,22
2017/6/14,30,3,25,37,6
2017/6/15,11,2,16,25,38
2017/6/16,37,28,34,31,17
2017/6/17,39,17,26,15,4
2017/6/19,33,39,31,13,34
2017/6/20,14,35,21,39,16
2017/6/21,20,4,26,18,10
2017/6/22,3,32,26,24,22
2017/6/23,7,6,29,19,4
2017/6/24,31,5,19,27,7
2017/6/26,26,4,5,23,19
2017/6/27,14,17,19,12,21
2017/6/28,13,36,34,2,37
2017/6/29,21,25,18,27,31
2017/6/30,5,30,28,35,11
2017/7/1,25,15,7,8,21
2017/7/3,11,20,17,36,32
2017/7/4,29,12,19,15,36
2017/7/5,10,34,12,8,32
2017/7/6,36,3,16,21,26
2017/7/7,16,15,2,25,18
2017/7/8,26,14,4,9,22
2017/7/10,13,19,4,20,24
2017/7/11,36,25,5,20,14
2017/7/12,3,36,37,29,5
2017/7/13,14,35,7,21,37
2017/7/14,32,28,23,15,16
2017/7/15,2,33,5,32,14
2017/7/17,14,8,36,23,10
2017/7/18,37,39,33,1,9
2017/7/19,29,22,33,4,20
2017/7/20,10,15,30,23,6
2017/7/21,31,2,37,5,22
2017/7/22,9,11,24,30,34
2017/7/24,2,24,19,16,27
2017/7/25,24,28,9,29,27
2017/7/26,27,20,37,29,11
2017/7/27,20,34,14,38,3
2017/7/28,25,16,35,38,37
2017/7/29,5,36,33,18,30
2017/7/31,37,8,17,35,13
2017/8/1,21,13,17,11,16
2017/8/2,18,21,17,15,13
2017/8/3,32,38,35,30,27
2017/8/4,20,38,8,14,33
2017/8/5,5,18,26,10,28
2017/8/7,38,10,12,3,13
2017/8/8,36,4,29,8,17
2017/8/9,29,32,9,30,12
2017/8/10,36,26,12,14,23
2017/8/11,20,3,10,2,30
2017/8/12,2,30,28,23,20
2017/8/14,26,25,18,14,32
2017/8/15,39,13,17,4,33
2017/8/16,2,4,36,18,7
2017/8/17,37,1,8,15,20
2017/8/18,28,29,16,6,8
2017/8/19,34,9,29,23,13
2017/8/21,8,15,12,35,36
2017/8/22,24,7,31,34,35
2017/8/23,38,31,30,26,32
2017/8/24,29,27,32,19,31
2017/8/25,36,11,27,33,16
2017/8/26,9,25,12,35,6
2017/8/28,7,11,32,14,34
2017/8/29,21,38,22,3,30
2017/8/30,17,21,12,30,38
2017/8/31,1,12,8,39,38
2017/9/1,5,23,24,19,15
2017/9/2,19,10,18,4,37
2017/9/4,29,34,21,27,5
2017/9/5,36,5,6,38,7
2017/9/6,8,33,28,5,35
2017/9/7,30,13,27,31,12
2017/9/8,36,33,15,10,5
2017/9/9,24,19,25,31,5
2017/9/11,1,26,28,37,3
2017/9/12,22,9,17,10,26
2017/9/13,30,11,28,39,31
2017/9/14,16,17,32,30,21
2017/9/15,35,4,28,7,12
2017/9/16,4,2,35,21,28
2017/9/18,25,32,3,33,34
2017/9/19,8,7,6,31,4
2017/9/20,19,37,25,38,7
2017/9/21,4,10,5,37,8
2017/9/22,16,21,12,4,10
2017/9/23,18,32,6,7,37
2017/9/25,27,36,8,3,18
2017/9/26,15,30,25,24,2
2017/9/27,30,31,29,35,10
2017/9/28,32,4,26,23,33
2017/9/29,4,23,13,2,8
2017/9/30,38,6,4,27,1
2017/10/2,19,8,25,15,18
2017/10/3,11,21,30,14,16
2017/10/4,32,6,17,26,11
2017/10/5,19,17,24,37,21
2017/10/6,3,33,11,29,28
2017/10/7,5,26,34,29,20
2017/10/9,14,5,15,10,7
2017/10/10,38,13,37,28,21
2017/10/11,17,20,30,8,19
2017/10/12,26,36,32,28,23
2017/10/13,7,15,24,34,37
2017/10/14,35,13,39,2,36
2017/10/16,35,30,22,28,38
2017/10/17,35,6,32,24,31
2017/10/18,6,18,31,9,32
2017/10/19,33,28,20,34,16
2017/10/20,2,29,7,16,33
2017/10/21,17,12,34,26,27
2017/10/23,25,3,30,11,36
2017/10/24,20,25,15,14,8
2017/10/25,17,3,27,31,23
2017/10/26,13,35,18,17,27
2017/10/27,3,22,2,7,19
2017/10/28,14,21,10,2,12
2017/10/30,2,31,36,15,21
2017/10/31,9,5,37,1,3
2017/11/1,35,38,1,18,13
2017/11/2,10,38,5,19,2
2017/11/3,13,36,28,12,4
2017/11/4,11,28,6,22,4
2017/11/6,23,20,24,28,17
2017/11/7,29,25,13,3,6
2017/11/8,5,13,20,19,21
2017/11/9,14,18,37,2,31
2017/11/10,9,22,19,29,16
2017/11/11,32,21,24,28,9
2017/11/13,2,5,25,14,8
2017/11/14,20,14,2,1,37
2017/11/15,33,26,15,2,11
2017/11/16,38,26,33,31,8
2017/11/17,24,29,5,11,12
2017/11/18,13,34,29,20,14
2017/11/20,30,34,17,24,27
2017/11/21,1,18,7,6,36
2017/11/22,33,24,21,30,17
2017/11/23,22,26,4,27,17
2017/11/24,11,26,22,7,37
2017/11/25,36,8,22,31,9
2017/11/27,1,23,38,35,5
2017/11/28,21,25,16,5,24
2017/11/29,13,4,14,16,29
2017/11/30,1,22,31,39,30
2017/12/1,21,25,24,23,11
2017/12/2,5,37,17,3,23
2017/12/4,39,8,24,18,17
2017/12/5,20,2,21,34,29
2017/12/6,4,20,19,34,28
2017/12/7,8,19,38,10,6
2017/12/8,10,30,22,5,4
2017/12/9,9,35,34,17,39
2017/12/11,28,17,34,16,18
2017/12/12,9,39,23,21,6
2017/12/13,21,33,22,11,12
2017/12/14,38,8,26,19,25
2017/12/15,14,36,37,27,30
2017/12/16,14,37,30,29,19
2017/12/18,34,7,18,3,1
2017/12/19,4,8,25,27,11
2017/12/20,38,18,10,7,34
2017/12/21,32,24,28,18,3
2017/12/22,14,1,6,34,29
2017/12/23,19,24,21,30,15
2017/12/25,21,5,33,38,11
2017/12/26,35,11,7,17,18
2017/12/27,35,34,30,3,37
2017/12/28,33,7,20,39,10
2017/12/29,15,30,10,8,4
2017/12/30,36,5,18,35,20
2018/1/1,18,1,19,24,14
2018/1/2,12,39,9,2,7
2018/1/3,18,2,6,3,10
2018/1/4,26,10,14,25,21
2018/1/5,17,4,12,30,8
2018/1/6,13,31,39,7,4
2018/1/8,34,22,32,28,2
2018/1/9,1,28,23,26,36
2018/1/10,32,6,7,13,2
2018/1/11,11,3,29,7,12
2018/1/12,11,6,16,1,37
2018/1/13,34,6,27,9,13
2018/1/15,36,6,5,15,9
2018/1/16,13,7,15,12,23
2018/1/17,26,25,12,7,9
2018/1/18,8,23,37,35,29
2018/1/19,15,20,3,5,14
2018/1/20,12,23,28,25,26
2018/1/22,32,14,35,23,34
2018/1/23,4,33,7,29,1
2018/1/24,36,27,30,37,23
2018/1/25,36,14,7,22,6
2018/1/26,24,19,27,17,2
2018/1/27,23,29,34,39,3
2018/1/29,37,19,24,31,22
2018/1/30,17,10,8,15,31
2018/1/31,2,22,1,13,39
2018/2/1,22,37,15,13,20
2018/2/2,20,13,16,10,1
2018/2/3,24,31,21,34,12
2018/2/5,5,17,22,24,23
2018/2/6,17,10,12,35,24
2018/2/7,26,31,30,3,25
2018/2/8,24,1,30,34,5
2018/2/9,31,5,7,39,32
2018/2/10,14,19,39,21,17
2018/2/12,28,4,11,16,14
2018/2/13,33,10,20,19,23
2018/2/14,2,12,39,17,7
2018/2/15,18,5,11,2,28
2018/2/16,2,8,31,1,18
2018/2/17,38,1,24,13,3
2018/2/19,38,13,25,7,33
2018/2/20,2,6,23,36,8
2018/2/21,3,34,27,13,28
2018/2/22,18,1,6,24,14
2018/2/23,2,15,5,31,17
2018/2/24,26,25,4,32,9
2018/2/26,33,7,12,35,37
