date,n1,n2,n3,n4,n5
2010/2/19,6,22,21,32,24
2010/2/22,15,9,2,26,22
2010/2/23,9,36,27,33,20
2010/2/24,17,16,28,5,39
2010/2/25,4,13,27,37,9
2010/2/26,32,18,25,9,19
2010/3/1,34,3,6,10,25
2010/3/2,29,20,8,7,25
2010/3/3,33,26,7,15,4
2010/3/4,2,21,5,10,34
2010/3/5,20,39,11,14,35
2010/3/8,19,7,11,27,21
2010/3/9,14,11,12,5,28
2010/3/10,16,7,30,39,2
2010/3/11,17,3,1,38,30
2010/3/12,19,22,10,1,28
2010/3/15,25,18,22,10,4
2010/3/16,6,4,10,33,37
2010/3/17,28,3,34,38,33
2010/3/18,6,3,25,24,37
2010/3/19,35,28,17,8,29
2010/3/22,25,23,32,29,2
2010/3/23,26,34,18,9,32
2010/3/24,35,30,34,32,31
2010/3/25,13,26,39,34,9
2010/3/26,9,22,10,37,12
2010/3/29,34,12,18,10,14
2010/3/30,25,31,16,21,33
2010/3/31,9,19,1,12,28
2010/4/1,17,2,38,37,35
2010/4/2,7,31,20,23,39
2010/4/5,37,18,35,7,17
2010/4/6,36,28,25,37,29
2010/4/7,32,29,36,16,4
2010/4/8,15,26,17,10,8
2010/4/9,36,18,5,23,14
2010/4/12,30,15,12,35,24
2010/4/13,12,9,27,22,21
2010/4/14,15,12,35,5,36
2010/4/15,23,11,1,18,4
2010/4/16,1,37,5,24,20
2010/4/19,27,19,26,3,15
2010/4/20,32,10,28,6,4
2010/4/21,25,12,21,3,2
2010/4/22,5,4,9,3,6
2010/4/23,15,8,35,36,27
2010/4/26,22,31,39,27,12
2010/4/27,13,33,29,1,19
2010/4/28,37,38,5,13,6
2010/4/29,31,14,15,35,27
2010/4/30,17,31,28,15,21
2010/5/3,16,38,5,10,19
2010/5/4,16,22,26,36,32
2010/5/5,14,34,1,30,19
2010/5/6,13,8,27,23,3
2010/5/7,8,29,30,21,9
2010/5/10,33,17,14,24,29
2010/5/11,37,25,4,12,10
2010/5/12,36,13,8,28,30
2010/5/13,26,22,11,30,9
2010/5/14,2,15,22,6,8
2010/5/17,12,2,18,33,38
2010/5/18,33,22,37,13,21
2010/5/19,37,11,13,20,1
2010/5/20,13,39,27,15,7
2010/5/21,28,35,5,21,38
2010/5/24,35,36,27,26,10
2010/5/25,5,10,7,6,14
2010/5/26,37,39,4,17,14
2010/5/27,34,32,33,2,21
2010/5/28,39,25,22,17,33
2010/5/31,31,12,39,9,15
2010/6/1,7,24,2,34,23
2010/6/2,19,39,35,13,17
2010/6/3,35,37,9,33,21
2010/6/4,30,25,15,16,38
2010/6/7,32,35,22,21,10
2010/6/8,32,2,30,9,26
2010/6/9,25,3,13,28,4
2010/6/10,17,30,12,7,37
2010/6/11,28,33,36,13,18
2010/6/14,17,37,18,31,22
2010/6/15,28,1,21,38,14
2010/6/16,19,17,9,26,39
2010/6/17,1,9,2,35,18
2010/6/18,3,20,29,33,39
2010/6/21,23,16,31,17,1
2010/6/22,24,28,27,31,22
2010/6/23,39,29,2,36,10
2010/6/24,22,6,14,11,5
2010/6/25,34,21,24,5,2
2010/6/28,34,22,27,13,23
2010/6/29,37,35,4,2,1
2010/6/30,12,39,38,34,1
2010/7/1,20,10,19,23,29
2010/7/2,4,28,2,29,30
2010/7/5,37,29,12,28,15
2010/7/6,25,23,27,4,10
2010/7/7,16,35,6,31,28
2010/7/8,20,17,37,5,34
2010/7/9,36,13,37,35,3
2010/7/12,39,33,4,11,3
2010/7/13,38,28,10,25,11
2010/7/14,5,33,19,23,21
2010/7/15,7,20,25,36,5
2010/7/16,38,34,14,28,15
2010/7/19,25,23,3,6,19
2010/7/20,4,8,11,25,33
2010/7/21,15,26,30,16,29
2010/7/22,35,34,36,8,11
2010/7/23,39,14,1,22,21
2010/7/26,39,12,21,34,15
2010/7/27,13,28,25,22,24
2010/7/28,14,7,23,22,1
2010/7/29,35,30,25,14,26
2010/7/30,7,24,14,9,28
2010/8/2,7,33,2,29,32
2010/8/3,14,32,27,33,7
2010/8/4,14,16,33,21,31
2010/8/5,34,38,17,36,26
2010/8/6,27,29,35,3,15
2010/8/9,32,26,19,9,12
2010/8/10,32,4,17,24,21
2010/8/11,39,18,34,38,6
2010/8/12,39,27,35,8,25
2010/8/13,26,30,32,28,23
2010/8/16,35,12,13,3,4
2010/8/17,5,11,17,36,2
2010/8/18,27,29,28,19,7
2010/8/19,26,9,22,28,31
2010/8/20,21,28,12,2,6
2010/8/23,38,15,36,5,6
2010/8/24,8,15,3,4,34
2010/8/25,1,31,11,34,7
2010/8/26,13,30,38,5,37
2010/8/27,33,12,23,6,2
2010/8/30,4,20,35,34,12
2010/8/31,8,33,34,10,28
2010/9/1,7,18,16,34,39
2010/9/2,23,28,38,8,25
2010/9/3,6,11,36,22,13
2010/9/6,18,39,16,36,35
2010/9/7,32,1,28,12,11
2010/9/8,33,14,38,29,3
2010/9/9,34,12,18,14,5
2010/9/10,31,23,5,13,15
2010/9/13,31,24,6,15,3
2010/9/14,36,9,24,32,5
2010/9/15,21,3,39,29,11
2010/9/16,14,6,21,3,12
2010/9/17,5,35,25,9,2
2010/9/20,15,8,28,3,9
2010/9/21,2,34,30,8,12
2010/9/22,36,8,23,18,33
2010/9/23,15,28,36,30,31
2010/9/24,2,33,9,21,13
2010/9/27,30,25,4,39,33
2010/9/28,14,35,37,31,26
2010/9/29,24,14,2,37,34
2010/9/30,14,5,16,24,34
2010/10/1,28,35,27,24,13
2010/10/4,13,9,35,34,20
2010/10/5,14,23,28,33,18
2010/10/6,22,29,20,14,16
2010/10/7,19,2,32,39,33
2010/10/8,31,4,18,29,16
2010/10/11,7,6,24,1,35
2010/10/12,39,9,1,8,23
2010/10/13,21,24,9,30,11
2010/10/14,27,28,5,17,29
2010/10/15,24,1,25,4,12
2010/10/18,12,27,32,5,30
2010/10/19,36,30,23,21,27
2010/10/20,11,37,9,15,29
2010/10/21,23,18,27,15,17
2010/10/22,1,3,11,32,19
2010/10/25,2,5,36,30,6
2010/10/26,11,12,8,18,15
2010/10/27,7,27,35,2,15
2010/10/28,6,37,12,33,1
2010/10/29,7,38,11,2,17
2010/11/1,29,16,9,15,21
2010/11/2,4,20,6,13,19
2010/11/3,33,31,30,24,32
2010/11/4,1,26,21,39,8
2010/11/5,24,4,5,1,37
2010/11/8,4,15,38,12,8
2010/11/9,38,31,19,14,4
2010/11/10,33,28,7,36,25
2010/11/11,9,36,34,24,5
2010/11/12,16,21,23,8,6
2010/11/15,6,22,39,5,32
2010/11/16,24,14,29,26,6
2010/11/17,20,13,28,15,36
2010/11/18,7,30,1,18,31
2010/11/19,9,13,7,20,24
2010/11/22,8,36,35,4,25
2010/11/23,33,1,38,27,39
2010/11/24,24,10,25,16,1
2010/11/25,39,12,19,13,3
2010/11/26,20,4,17,9,18
2010/11/29,3,35,31,19,15
2010/11/30,32,14,4,12,19
2010/12/1,33,3,18,22,23
2010/12/2,13,30,16,18,29
2010/12/3,16,31,35,3,32
2010/12/6,34,18,20,16,7
2010/12/7,33,25,28,12,3
2010/12/8,20,28,17,36,1
2010/12/9,34,12,33,13,29
2010/12/10,14,30,35,25,15
2010/12/13,20,38,27,37,15
2010/12/14,1,30,11,24,25
2010/12/15,5,9,32,28,20
2010/12/16,22,38,37,2,21
2010/12/17,9,29,12,5,16
2010/12/20,22,28,19,36,21
2010/12/21,39,20,34,21,8
2010/12/22,17,33,6,1,12
2010/12/23,9,11,8,2,6
2010/12/24,10,38,12,34,16
2010/12/27,3,26,15,24,34
2010/12/28,38,22,11,19,28
2010/12/29,35,6,23,20,26
2010/12/30,8,23,12,28,29
2010/12/31,25,32,30,22,34
2011/1/1,13,25,2,24,36
2011/1/3,13,25,35,20,11
2011/1/4,8,36,16,6,10
2011/1/5,32,5,26,19,29
2011/1/6,28,32,36,31,7
2011/1/7,11,10,18,34,38
2011/1/8,18,3,14,10,35
2011/1/10,4,10,20,39,32
2011/1/11,9,13,37,3,25
2011/1/12,4,32,21,1,2
2011/1/13,32,23,14,31,5
2011/1/14,36,14,27,8,28
2011/1/15,36,18,17,8,30
2011/1/17,5,28,17,36,2
2011/1/18,3,22,37,5,11
2011/1/19,22,29,20,18,33
2011/1/20,4,15,26,28,31
2011/1/21,18,39,31,23,36
2011/1/22,24,3,20,37,23
2011/1/24,25,4,19,6,10
2011/1/25,15,29,14,21,18
2011/1/26,19,12,35,7,25
2011/1/27,20,14,18,37,5
2011/1/28,15,38,33,39,24
2011/1/29,35,22,5,20,38
2011/1/31,36,16,25,21,9
2011/2/1,39,18,23,32,26
2011/2/2,8,26,22,16,6
2011/2/3,39,24,12,11,22
2011/2/4,32,37,9,17,25
2011/2/5,38,30,32,8,37
2011/2/7,37,2,19,28,13
2011/2/8,4,28,24,35,19
2011/2/9,17,39,36,22,5
2011/2/10,10,28,2,30,3
2011/2/11,39,28,26,29,18
2011/2/12,12,27,17,22,26
2011/2/14,38,27,7,19,1
2011/2/15,30,11,18,37,3
2011/2/16,36,21,2,8,22
2011/2/17,33,37,34,29,25
2011/2/18,6,3,24,23,8
2011/2/19,23,13,26,37,8
2011/2/21,30,33,19,11,26
2011/2/22,7,38,36,26,34
2011/2/23,37,24,4,1,17
2011/2/24,18,11,5,14,20
2011/2/25,24,38,8,31,13
2011/2/26,4,18,8,25,22
2011/2/28,7,35,20,1,17
2011/3/1,30,38,36,6,37
2011/3/2,7,34,27,23,14
2011/3/3,3,38,21,7,4
2011/3/4,8,36,39,12,33
2011/3/5,33,6,2,14,37
2011/3/7,32,10,6,8,28
2011/3/8,12,18,11,36,2
2011/3/9,34,7,8,32,31
2011/3/10,9,35,25,24,4
2011/3/11,5,9,38,14,25
2011/3/12,28,15,37,13,25
2011/3/14,5,19,16,35,28
2011/3/15,31,23,6,9,39
2011/3/16,33,16,9,34,20
2011/3/17,21,23,30,11,29
2011/3/18,33,22,36,38,39
2011/3/19,9,25,2,29,13
2011/3/21,5,38,11,14,29
2011/3/22,8,29,39,27,18
2011/3/23,5,21,14,13,12
2011/3/24,17,30,4,18,34
2011/3/25,7,26,23,22,39
2011/3/26,19,6,35,23,2
2011/3/28,27,6,28,25,29
2011/3/29,31,18,35,4,28
2011/3/30,32,1,3,16,27
2011/3/31,33,22,21,29,36
2011/4/1,28,31,6,36,7
2011/4/2,19,33,34,2,12
2011/4/4,22,5,31,18,7
2011/4/5,11,13,7,39,10
2011/4/6,13,20,23,17,11
2011/4/7,21,4,35,22,7
2011/4/8,10,13,25,18,33
2011/4/9,34,10,5,26,28
2011/4/11,32,21,9,3,31
2011/4/12,35,5,12,37,21
2011/4/13,6,11,30,26,32
2011/4/14,5,8,37,24,35
2011/4/15,8,16,11,37,30
2011/4/16,12,28,35,5,30
2011/4/18,24,4,10,30,28
2011/4/19,15,34,1,32,38
2011/4/20,5,12,35,15,2
2011/4/21,36,37,20,31,2
2011/4/22,23,14,11,9,26
2011/4/23,30,21,33,16,29
2011/4/25,14,10,32,23,6
2011/4/26,14,33,15,29,38
2011/4/27,38,6,2,39,19
2011/4/28,24,1,32,38,16
2011/4/29,38,27,36,4,28
2011/4/30,39,2,6,3,24
2011/5/2,2,36,24,33,19
2011/5/3,5,1,37,7,8
2011/5/4,2,9,24,26,11
2011/5/5,19,2,15,35,4
2011/5/6,9,4,31,32,25
2011/5/7,16,11,12,24,21
2011/5/9,12,24,38,2,33
2011/5/10,24,22,31,2,36
2011/5/11,36,7,3,35,16
2011/5/12,18,1,14,30,34
2011/5/13,23,6,13,18,3
2011/5/14,5,26,12,2,30
2011/5/16,20,18,38,31,19
2011/5/17,7,18,2,27,3
2011/5/18,9,18,39,33,22
2011/5/19,37,16,27,5,26
2011/5/20,33,36,21,37,7
2011/5/21,25,19,29,32,12
2011/5/23,14,17,33,35,15
2011/5/24,4,39,25,28,36
2011/5/25,36,16,2,37,12
2011/5/26,26,20,35,34,37
2011/5/27,1,21,12,13,25
2011/5/28,5,4,34,39,9
2011/5/30,11,36,34,1,2
2011/5/31,35,27,8,3,39
2011/6/1,15,5,29,39,11
2011/6/2,15,24,12,23,28
2011/6/3,25,15,1,24,30
2011/6/4,24,34,23,38,22
2011/6/6,9,32,31,34,22
2011/6/7,3,17,13,14,5
2011/6/8,13,29,30,23,22
2011/6/9,23,35,26,28,29
2011/6/10,36,21,4,16,25
2011/6/11,17,29,8,37,15
2011/6/13,23,38,2,9,1
2011/6/14,26,33,23,36,25
2011/6/15,14,32,26,13,15
2011/6/16,29,37,14,38,26
2011/6/17,24,35,6,16,38
2011/6/18,34,15,6,2,21
2011/6/20,19,13,9,35,14
2011/6/21,13,15,7,31,5
2011/6/22,39,23,25,19,34
2011/6/23,4,39,36,21,27
2011/6/24,26,33,23,12,25
2011/6/25,32,24,38,22,14
2011/6/27,4,12,5,15,20
2011/6/28,28,31,39,19,22
2011/6/29,1,27,35,2,5
2011/6/30,2,7,4,30,14
2011/7/1,2,1,10,17,28
2011/7/2,3,12,36,31,34
2011/7/4,6,2,30,17,1
2011/7/5,23,5,2,36,21
2011/7/6,2,9,26,34,36
2011/7/7,35,3,20,39,28
2011/7/8,18,15,38,4,8
2011/7/9,22,21,9,30,25
2011/7/11,14,18,1,3,12
2011/7/12,14,21,17,10,31
2011/7/13,36,32,21,9,14
2011/7/14,8,24,9,18,33
2011/7/15,7,14,13,20,33
2011/7/16,32,8,27,36,29
2011/7/18,39,29,2,14,12
2011/7/19,39,32,2,14,33
2011/7/20,17,31,16,39,26
2011/7/21,14,15,30,20,27
2011/7/22,3,5,10,37,15
2011/7/23,5,20,27,26,31
2011/7/25,14,5,9,35,18
2011/7/26,34,36,17,1,32
2011/7/27,21,26,20,23,33
2011/7/28,27,36,30,9,4
2011/7/29,4,3,27,20,16
2011/7/30,6,10,17,13,1
2011/8/1,12,10,19,24,1
2011/8/2,22,13,39,25,3
2011/8/3,3,39,4,14,13
2011/8/4,33,9,37,38,10
2011/8/5,14,25,33,22,18
2011/8/6,14,28,23,19,24
2011/8/8,37,18,13,15,39
2011/8/9,35,22,14,29,7
2011/8/10,17,16,20,22,26
2011/8/11,37,14,19,13,9
2011/8/12,34,20,37,29,39
2011/8/13,28,10,6,18,4
2011/8/15,38,23,36,16,33
2011/8/16,10,22,21,18,1
2011/8/17,15,20,3,28,14
2011/8/18,8,19,7,16,34
2011/8/19,13,11,38,8,30
2011/8/20,31,21,24,7,2
2011/8/22,13,27,26,38,9
2011/8/23,7,14,23,15,30
2011/8/24,13,22,16,39,35
2011/8/25,37,3,2,5,22
2011/8/26,36,32,22,28,15
2011/8/27,1,12,2,29,35
2011/8/29,34,4,21,7,11
2011/8/30,22,8,36,6,10
2011/8/31,25,34,37,6,17
2011/9/1,12,32,37,38,22
2011/9/2,18,4,3,11,10
2011/9/3,22,19,37,33,34
2011/9/5,28,35,2,22,11
2011/9/6,34,33,30,32,25
2011/9/7,23,29,9,20,27
2011/9/8,17,15,36,21,2
2011/9/9,18,14,26,28,36
2011/9/10,17,23,35,2,3
2011/9/12,18,24,12,22,39
2011/9/13,4,9,10,1,16
2011/9/14,19,16,23,36,13
2011/9/15,5,30,34,19,14
2011/9/16,23,18,13,27,38
2011/9/17,28,4,38,27,15
2011/9/19,11,22,28,5,35
2011/9/20,34,32,14,37,16
2011/9/21,5,16,7,4,15
2011/9/22,1,32,10,20,29
2011/9/23,15,2,7,25,34
2011/9/24,23,20,19,29,39
2011/9/26,8,4,29,14,33
2011/9/27,5,7,34,14,35
2011/9/28,28,27,13,16,7
2011/9/29,15,12,6,14,28
2011/9/30,21,14,4,37,27
2011/10/2,23,27,2,9,13
2011/10/3,22,31,39,16,15
2011/10/4,18,38,12,34,2
2011/10/5,23,22,36,17,33
2011/10/6,11,38,19,37,14
2011/10/7,12,30,9,33,23
2011/10/8,19,7,10,27,33
2011/10/10,18,33,2,34,20
2011/10/11,9,25,29,20,15
2011/10/12,14,33,4,34,37
2011/10/13,31,6,39,19,35
2011/10/14,17,33,1,34,24
2011/10/15,11,17,31,26,22
2011/10/17,30,38,33,39,11
2011/10/18,1,23,26,13,18
2011/10/19,15,16,23,21,29
2011/10/20,22,34,39,23,14
2011/10/21,37,21,20,33,24
2011/10/22,12,2,24,35,39
2011/10/24,34,31,27,5,21
2011/10/25,39,28,35,11,6
2011/10/26,13,1,22,36,11
2011/10/27,2,16,24,32,35
2011/10/28,16,27,2,20,11
2011/10/29,25,14,16,3,37
2011/10/31,38,12,27,16,3
2011/11/1,34,8,7,26,37
2011/11/2,38,15,10,23,16
2011/11/3,36,8,21,19,39
2011/11/4,37,21,2,33,38
2011/11/5,18,34,2,7,5
2011/11/7,34,37,16,39,7
2011/11/8,13,27,21,18,16
2011/11/9,12,20,28,23,27
2011/11/10,1,28,7,27,8
2011/11/11,4,19,11,33,22
2011/11/12,35,14,21,33,24
2011/11/14,30,5,14,3,10
2011/11/15,8,4,38,9,21
2011/11/16,27,28,29,32,12
2011/11/17,5,20,19,11,36
2011/11/18,28,37,10,26,34
2011/11/19,9,6,16,5,8
2011/11/21,4,3,9,23,25
2011/11/22,21,10,2,4,14
2011/11/23,2,36,16,28,18
2011/11/24,26,34,7,20,9
2011/11/25,9,12,6,19,30
2011/11/26,22,12,25,18,16
2011/11/28,27,5,9,15,30
2011/11/29,7,12,19,37,3
2011/11/30,24,12,21,5,22
2011/12/1,15,20,6,10,13
2011/12/2,37,1,18,24,12
2011/12/3,33,32,14,13,5
2011/12/5,26,6,15,38,31
2011/12/6,38,28,19,18,35
2011/12/7,34,13,15,12,29
2011/12/8,34,5,19,4,23
2011/12/9,33,15,27,35,24
2011/12/10,8,19,37,35,31
2011/12/12,22,16,5,7,6
2011/12/13,28,13,27,12,32
2011/12/14,6,20,18,30,5
2011/12/15,22,5,26,7,31
2011/12/16,29,13,6,27,28
2011/12/17,7,20,17,1,35
2011/12/19,8,17,28,34,7
2011/12/20,2,5,7,17,15
2011/12/21,25,7,32,2,17
2011/12/22,3,23,10,19,33
2011/12/23,32,27,1,23,10
2011/12/24,38,24,23,35,29
2011/12/26,22,30,33,27,7
2011/12/27,4,16,19,2,5
2011/12/28,20,4,24,28,3
2011/12/29,30,13,16,21,3
2011/12/30,17,5,38,15,28
2011/12/31,30,18,26,8,19
2012/1/2,16,30,35,31,32
2012/1/3,14,36,1,29,25
2012/1/4,3,31,9,16,25
2012/1/5,39,34,21,10,17
2012/1/6,29,7,8,25,15
2012/1/7,3,24,13,16,27
2012/1/9,35,4,10,14,2
2012/1/10,33,5,39,21,2
2012/1/11,38,6,39,29,19
2012/1/12,26,10,2,13,38
2012/1/13,31,35,1,17,4
2012/1/14,38,34,9,32,17
2012/1/16,9,3,28,18,29
2012/1/17,22,17,37,4,33
2012/1/18,31,22,5,4,27
2012/1/19,29,4,19,5,13
2012/1/20,28,23,30,29,18
2012/1/21,18,17,33,6,38
2012/1/23,7,2,29,18,28
2012/1/24,17,22,37,20,26
2012/1/25,9,30,39,35,26
2012/1/26,10,26,18,8,36
2012/1/27,37,31,22,9,16
2012/1/28,20,34,2,13,22
2012/1/30,21,38,33,32,8
2012/1/31,34,31,23,26,12
2012/2/1,12,4,36,32,8
2012/2/2,29,21,30,7,16
2012/2/3,8,23,33,7,39
2012/2/4,28,32,37,14,12
2012/2/6,26,1,37,25,30
2012/2/7,24,6,28,10,36
2012/2/8,8,39,26,32,3
2012/2/9,17,14,7,16,38
2012/2/10,8,17,37,7,15
2012/2/11,4,29,15,9,1
2012/2/13,2,7,26,20,6
2012/2/14,21,22,20,4,3
2012/2/15,8,12,2,33,16
2012/2/16,13,15,21,7,6
2012/2/17,36,39,17,13,32
2012/2/18,9,21,39,16,37
2012/2/20,27,7,25,28,35
2012/2/21,8,22,27,26,10
2012/2/22,30,3,25,23,32
2012/2/23,5,12,33,35,16
2012/2/24,9,38,24,34,37
2012/2/25,22,35,37,31,26
2012/2/27,18,37,12,2,26
2012/2/28,15,26,20,35,38
2012/2/29,35,30,29,14,6
2012/3/1,10,15,13,9,5
2012/3/2,10,27,20,38,3
2012/3/3,13,23,36,1,25
2012/3/5,8,11,36,27,15
2012/3/6,13,20,23,22,18
2012/3/7,19,15,4,3,20
2012/3/8,34,21,9,3,4
2012/3/9,36,30,22,27,16
2012/3/10,29,10,36,32,34
2012/3/12,4,29,35,32,24
2012/3/13,16,38,27,15,29
2012/3/14,12,6,8,7,10
2012/3/15,24,30,15,29,25
2012/3/16,36,23,20,30,10
2012/3/17,15,36,23,18,12
2012/3/19,10,29,26,35,5
2012/3/20,6,13,17,10,25
2012/3/21,32,26,27,35,22
2012/3/22,24,19,12,9,13
2012/3/23,2,30,8,19,3
2012/3/24,8,39,31,32,27
2012/3/26,24,12,37,32,15
2012/3/27,32,17,30,14,15
2012/3/28,20,31,22,12,36
2012/3/29,23,39,18,1,13
2012/3/30,3,38,9,1,2
2012/3/31,9,36,8,21,15
2012/4/2,13,27,5,3,32
2012/4/3,27,19,30,18,21
2012/4/4,39,37,11,28,24
2012/4/5,9,8,1,32,15
2012/4/6,36,21,29,17,22
2012/4/7,32,29,18,24,4
2012/4/9,9,2,13,15,25
2012/4/10,5,19,27,17,33
2012/4/11,22,4,32,16,19
2012/4/12,4,37,36,6,13
2012/4/13,37,29,1,15,38
2012/4/14,27,3,28,17,36
2012/4/16,19,3,13,11,21
2012/4/17,10,28,33,9,3
2012/4/18,33,24,38,29,30
2012/4/19,19,30,25,14,4
2012/4/20,33,2,11,18,31
2012/4/21,32,4,5,13,2
2012/4/23,36,25,34,3,20
2012/4/24,24,11,6,30,22
2012/4/25,14,33,31,21,13
2012/4/26,8,11,2,14,1
2012/4/27,15,26,32,17,8
2012/4/28,17,21,35,29,4
2012/4/30,9,8,4,32,13
2012/5/1,29,4,13,2,17
2012/5/2,24,22,39,7,3
2012/5/3,5,36,14,28,25
2012/5/4,8,19,31,4,38
2012/5/5,27,37,20,8,13
2012/5/7,17,37,24,20,22
2012/5/8,28,16,7,31,22
2012/5/9,33,23,25,17,14
2012/5/10,5,6,17,30,3
2012/5/11,18,6,25,38,20
2012/5/12,16,21,34,38,4
2012/5/14,32,34,24,15,21
2012/5/15,8,34,29,27,14
2012/5/16,16,20,3,8,35
2012/5/17,38,13,14,21,39
2012/5/18,34,12,11,4,38
2012/5/19,14,12,18,28,31
2012/5/21,23,22,19,13,6
2012/5/22,9,37,18,7,19
2012/5/23,10,6,7,39,37
2012/5/24,9,39,23,24,36
2012/5/25,6,25,10,32,16
2012/5/26,25,14,29,20,38
2012/5/28,4,32,5,1,10
2012/5/29,5,14,7,25,33
2012/5/30,7,39,20,5,10
2012/5/31,39,31,14,23,18
2012/6/1,28,36,38,1,11
2012/6/2,14,16,1,6,18
2012/6/4,17,34,9,19,13
2012/6/5,35,23,18,21,13
2012/6/6,1,13,11,29,25
2012/6/7,39,37,34,33,3
2012/6/8,3,10,2,21,27
2012/6/9,2,24,15,19,23
2012/6/11,30,37,38,34,8
2012/6/12,24,35,13,5,31
2012/6/13,17,25,9,1,5
2012/6/14,4,28,33,31,17
2012/6/15,38,31,3,4,10
2012/6/16,7,38,32,9,23
2012/6/18,9,12,18,26,14
2012/6/19,27,29,30,8,5
2012/6/20,7,23,37,5,16
2012/6/21,36,38,10,5,6
2012/6/22,16,4,11,12,8
2012/6/23,1,25,32,16,7
2012/6/25,37,4,21,33,28
2012/6/26,10,35,9,27,39
2012/6/27,21,2,37,1,6
2012/6/28,4,10,26,25,27
2012/6/29,16,25,3,37,20
2012/6/30,27,3,5,7,38
2012/7/2,6,10,13,2,27
2012/7/3,26,30,8,9,16
2012/7/4,5,28,24,35,19
2012/7/5,21,26,36,39,4
2012/7/6,26,24,29,5,25
2012/7/7,1,34,35,30,17
2012/7/9,15,3,13,4,26
2012/7/10,8,12,17,10,34
2012/7/11,18,37,6,15,34
2012/7/12,21,3,33,5,12
2012/7/13,21,13,19,15,17
2012/7/14,23,38,32,11,5
2012/7/16,7,33,31,36,37
2012/7/17,13,37,11,22,1
2012/7/18,35,4,8,28,36
2012/7/19,6,18,35,9,14
2012/7/20,11,22,29,27,31
2012/7/21,5,10,33,12,30
2012/7/23,1,38,6,22,16
2012/7/24,5,11,7,13,29
2012/7/25,27,34,37,24,22
2012/7/26,19,7,23,14,9
2012/7/27,24,37,36,9,14
2012/7/28,32,31,38,30,15
2012/7/30,23,37,17,4,25
2012/7/31,37,1,16,36,13
2012/8/1,8,33,10,36,29
2012/8/2,1,35,34,37,19
2012/8/3,21,28,22,18,2
2012/8/4,13,10,5,22,1
2012/8/6,18,30,7,29,33
2012/8/7,32,5,9,11,29
2012/8/8,33,12,39,11,18
2012/8/9,32,34,38,2,14
2012/8/10,1,18,28,23,5
2012/8/11,34,28,27,25,15
2012/8/13,4,28,39,32,17
2012/8/14,18,29,15,19,37
2012/8/15,25,4,15,7,19
2012/8/16,32,4,24,18,21
2012/8/17,24,38,33,20,19
2012/8/18,20,26,19,17,4
2012/8/20,26,37,32,39,15
2012/8/21,22,24,29,18,5
2012/8/22,26,12,1,25,7
2012/8/23,34,36,6,19,21
2012/8/24,39,13,19,31,23
2012/8/25,20,32,29,21,11
2012/8/27,2,17,14,15,6
2012/8/28,11,29,18,22,14
2012/8/29,37,2,39,8,16
2012/8/30,18,37,38,32,14
2012/8/31,34,11,29,23,37
2012/9/1,33,32,30,17,16
2012/9/3,39,23,31,27,2
2012/9/4,18,5,24,25,21
2012/9/5,7,12,18,31,5
2012/9/6,37,21,2,3,36
2012/9/7,4,2,25,6,3
2012/9/8,33,7,25,10,21
2012/9/10,37,33,7,26,17
2012/9/11,29,31,15,17,37
2012/9/12,11,1,25,7,19
2012/9/13,23,4,35,7,20
2012/9/14,30,1,39,13,16
2012/9/15,16,31,4,21,37
2012/9/17,28,39,8,35,22
2012/9/18,4,26,6,1,12
2012/9/19,9,32,2,10,4
2012/9/20,8,13,18,30,35
2012/9/21,15,36,13,23,25
2012/9/22,24,28,22,1,16
2012/9/24,30,1,15,37,14
2012/9/25,22,29,19,14,16
2012/9/26,23,36,32,2,19
2012/9/27,26,21,31,5,32
2012/9/28,35,21,37,33,25
2012/9/29,18,29,7,20,32
2012/10/1,38,27,32,33,17
2012/10/2,32,3,28,14,2
2012/10/3,3,12,24,14,2
2012/10/4,16,24,32,8,30
2012/10/5,8,5,27,13,34
2012/10/6,23,37,19,20,17
2012/10/8,6,23,13,34,11
2012/10/9,11,23,10,26,37
2012/10/10,19,27,17,36,13
2012/10/11,27,38,32,17,36
2012/10/12,19,23,31,12,25
2012/10/13,17,22,5,1,14
2012/10/15,23,19,4,15,14
2012/10/16,15,39,20,32,2
2012/10/17,35,9,14,22,20
2012/10/18,28,36,17,2,31
2012/10/19,2,25,32,27,8
2012/10/20,16,21,23,35,36
2012/10/22,17,35,27,26,25
2012/10/23,15,21,9,7,30
2012/10/24,5,27,18,32,12
2012/10/25,10,3,14,38,1
2012/10/26,14,1,6,15,34
2012/10/27,32,19,23,18,14
2012/10/29,20,15,18,10,22
2012/10/30,30,32,20,35,13
2012/10/31,11,34,26,28,35
2012/11/1,16,32,30,22,34
2012/11/2,15,31,17,4,30
2012/11/3,11,6,22,16,4
2012/11/5,23,7,5,39,29
2012/11/6,28,7,24,35,16
2012/11/7,28,14,32,4,5
2012/11/8,22,32,5,4,1
2012/11/9,31,17,33,8,7
2012/11/10,2,6,28,33,17
2012/11/12,13,26,1,38,17
2012/11/13,22,1,25,10,29
2012/11/14,14,36,15,23,3
2012/11/15,37,31,35,34,9
2012/11/16,22,31,12,21,4
2012/11/17,9,4,27,36,15
2012/11/19,6,3,22,1,30
2012/11/20,6,36,24,18,11
2012/11/21,12,17,39,25,32
2012/11/22,7,22,39,1,8
2012/11/23,12,31,22,28,16
2012/11/24,11,3,26,13,9
2012/11/26,26,35,8,5,17
