"3星母艦(X,Y)","2星本命(X,Y)",絕對狙擊雙膽組合,歷史總產生,歷史總命中,回測期望真實勝率,常態性判定
"(5, 4)","(11, 9)","(2, 24)",2,0,0.0%,☠️ 雜訊
"(5, 5)","(11, 9)","(2, 24)",2,0,0.0%,☠️ 雜訊
"(5, 4)","(11, 11)","(3, 24)",2,0,0.0%,☠️ 雜訊
"(5, 5)","(11, 11)","(3, 24)",2,0,0.0%,☠️ 雜訊
"(6, 5)","(11, 11)","(3, 24)",2,0,0.0%,☠️ 雜訊
"(5, 5)","(11, 9)","(1, 10)",2,0,0.0%,☠️ 雜訊
"(5, 5)","(9, 12)","(10, 16)",2,0,0.0%,☠️ 雜訊
"(5, 4)","(10, 10)","(16, 38)",3,0,0.0%,☠️ 雜訊
"(5, 5)","(10, 10)","(16, 38)",2,0,0.0%,☠️ 雜訊
"(5, 4)","(14, 8)","(22, 30)",2,0,0.0%,☠️ 雜訊
"(7, 3)","(14, 8)","(22, 30)",2,0,0.0%,☠️ 雜訊
"(5, 4)","(15, 15)","(16, 26)",2,0,0.0%,☠️ 雜訊
"(5, 5)","(15, 15)","(16, 26)",2,0,0.0%,☠️ 雜訊
"(5, 4)","(9, 12)","(26, 38)",2,0,0.0%,☠️ 雜訊
"(5, 5)","(9, 12)","(26, 38)",2,0,0.0%,☠️ 雜訊
"(5, 5)","(8, 11)","(10, 11)",2,0,0.0%,☠️ 雜訊
"(5, 5)","(11, 10)","(10, 23)",2,0,0.0%,☠️ 雜訊
"(5, 5)","(8, 9)","(11, 23)",2,0,0.0%,☠️ 雜訊
"(6, 5)","(9, 8)","(17, 38)",3,0,0.0%,☠️ 雜訊
"(5, 4)","(7, 7)","(2, 34)",3,0,0.0%,☠️ 雜訊
"(5, 4)","(11, 7)","(2, 38)",2,0,0.0%,☠️ 雜訊
"(5, 4)","(11, 14)","(34, 38)",2,0,0.0%,☠️ 雜訊
"(5, 5)","(11, 14)","(34, 38)",2,0,0.0%,☠️ 雜訊
"(5, 5)","(9, 10)","(1, 24)",3,0,0.0%,☠️ 雜訊
"(5, 5)","(10, 11)","(1, 26)",2,0,0.0%,☠️ 雜訊
"(5, 5)","(11, 14)","(26, 34)",2,0,0.0%,☠️ 雜訊
"(5, 4)","(10, 7)","(25, 30)",2,0,0.0%,☠️ 雜訊
"(5, 4)","(7, 8)","(30, 35)",6,0,0.0%,☠️ 雜訊
"(6, 5)","(14, 12)","(4, 26)",2,0,0.0%,☠️ 雜訊
"(5, 4)","(13, 10)","(4, 24)",2,0,0.0%,☠️ 雜訊
"(5, 5)","(13, 10)","(4, 24)",2,0,0.0%,☠️ 雜訊
"(5, 5)","(8, 10)","(14, 24)",2,0,0.0%,☠️ 雜訊
"(6, 5)","(8, 10)","(16, 24)",2,0,0.0%,☠️ 雜訊
"(5, 4)","(14, 13)","(24, 33)",2,0,0.0%,☠️ 雜訊
"(5, 5)","(14, 13)","(24, 33)",2,0,0.0%,☠️ 雜訊
"(6, 5)","(14, 13)","(24, 33)",2,0,0.0%,☠️ 雜訊
"(5, 4)","(9, 9)","(11, 24)",2,0,0.0%,☠️ 雜訊
"(5, 4)","(14, 11)","(11, 38)",2,0,0.0%,☠️ 雜訊
"(5, 4)","(14, 15)","(4, 23)",2,0,0.0%,☠️ 雜訊
"(5, 4)","(11, 9)","(7, 23)",2,0,0.0%,☠️ 雜訊
"(5, 4)","(12, 12)","(1, 2)",2,0,0.0%,☠️ 雜訊
"(5, 5)","(12, 12)","(1, 2)",3,0,0.0%,☠️ 雜訊
"(5, 5)","(8, 7)","(2, 37)",2,0,0.0%,☠️ 雜訊
"(5, 4)","(12, 8)","(1, 30)",2,0,0.0%,☠️ 雜訊
"(5, 4)","(13, 10)","(36, 38)",2,0,0.0%,☠️ 雜訊
"(5, 5)","(13, 10)","(36, 38)",2,0,0.0%,☠️ 雜訊
"(5, 4)","(11, 12)","(7, 16)",2,0,0.0%,☠️ 雜訊
"(5, 5)","(11, 12)","(7, 16)",2,0,0.0%,☠️ 雜訊
"(5, 4)","(8, 6)","(10, 38)",2,0,0.0%,☠️ 雜訊
"(5, 5)","(12, 12)","(4, 38)",2,0,0.0%,☠️ 雜訊
"(5, 4)","(10, 10)","(26, 33)",2,0,0.0%,☠️ 雜訊
"(6, 5)","(10, 10)","(26, 33)",2,0,0.0%,☠️ 雜訊
"(5, 5)","(6, 8)","(3, 26)",2,0,0.0%,☠️ 雜訊
"(5, 4)","(7, 9)","(24, 27)",2,0,0.0%,☠️ 雜訊
"(5, 4)","(8, 8)","(7, 11)",2,0,0.0%,☠️ 雜訊
"(6, 5)","(10, 14)","(24, 39)",2,0,0.0%,☠️ 雜訊
"(5, 5)","(11, 11)","(33, 38)",2,0,0.0%,☠️ 雜訊
"(6, 5)","(11, 11)","(33, 38)",2,0,0.0%,☠️ 雜訊
"(5, 5)","(8, 7)","(2, 14)",2,0,0.0%,☠️ 雜訊
"(5, 4)","(7, 10)","(2, 33)",2,0,0.0%,☠️ 雜訊
"(5, 5)","(7, 10)","(2, 33)",2,0,0.0%,☠️ 雜訊
"(5, 4)","(6, 7)","(8, 26)",2,0,0.0%,☠️ 雜訊
"(5, 4)","(13, 16)","(23, 34)",2,0,0.0%,☠️ 雜訊
"(5, 5)","(13, 16)","(23, 34)",2,0,0.0%,☠️ 雜訊
"(7, 3)","(12, 7)","(30, 37)",2,0,0.0%,☠️ 雜訊
"(5, 4)","(11, 9)","(23, 36)",2,0,0.0%,☠️ 雜訊
"(5, 4)","(8, 9)","(23, 38)",2,0,0.0%,☠️ 雜訊
"(5, 4)","(10, 12)","(7, 14)",2,0,0.0%,☠️ 雜訊
"(5, 5)","(10, 12)","(7, 14)",2,0,0.0%,☠️ 雜訊
"(5, 4)","(7, 10)","(11, 16)",2,0,0.0%,☠️ 雜訊
"(5, 5)","(9, 11)","(7, 8)",2,0,0.0%,☠️ 雜訊
"(5, 4)","(6, 9)","(22, 26)",2,0,0.0%,☠️ 雜訊
"(5, 5)","(12, 9)","(10, 34)",2,0,0.0%,☠️ 雜訊
"(5, 4)","(10, 9)","(14, 26)",2,0,0.0%,☠️ 雜訊
"(5, 4)","(6, 10)","(16, 30)",2,0,0.0%,☠️ 雜訊
"(5, 4)","(9, 7)","(2, 10)",2,0,0.0%,☠️ 雜訊
"(5, 4)","(11, 8)","(2, 36)",2,0,0.0%,☠️ 雜訊
"(5, 4)","(10, 10)","(10, 36)",5,0,0.0%,☠️ 雜訊
"(5, 4)","(6, 4)","(14, 25)",2,0,0.0%,☠️ 雜訊
"(5, 4)","(16, 12)","(14, 34)",2,0,0.0%,☠️ 雜訊
"(6, 5)","(16, 12)","(14, 34)",2,0,0.0%,☠️ 雜訊
"(5, 5)","(10, 9)","(25, 34)",2,0,0.0%,☠️ 雜訊
"(6, 5)","(10, 9)","(25, 34)",4,0,0.0%,☠️ 雜訊
"(5, 4)","(10, 12)","(14, 21)",2,0,0.0%,☠️ 雜訊
"(6, 5)","(7, 6)","(14, 32)",2,0,0.0%,☠️ 雜訊
"(5, 4)","(7, 6)","(26, 39)",2,0,0.0%,☠️ 雜訊
"(5, 4)","(10, 10)","(28, 39)",2,0,0.0%,☠️ 雜訊
"(5, 4)","(8, 7)","(35, 38)",2,0,0.0%,☠️ 雜訊
"(7, 6)","(8, 11)","(2, 7)",2,0,0.0%,☠️ 雜訊
"(7, 6)","(11, 7)","(2, 31)",2,0,0.0%,☠️ 雜訊
"(6, 5)","(12, 6)","(20, 25)",2,0,0.0%,☠️ 雜訊
"(5, 5)","(10, 8)","(16, 23)",2,0,0.0%,☠️ 雜訊
"(5, 5)","(12, 11)","(16, 28)",2,0,0.0%,☠️ 雜訊
"(6, 5)","(12, 11)","(16, 28)",2,0,0.0%,☠️ 雜訊
"(5, 5)","(14, 10)","(1, 3)",2,0,0.0%,☠️ 雜訊
"(5, 5)","(11, 13)","(3, 11)",2,0,0.0%,☠️ 雜訊
"(6, 5)","(8, 8)","(16, 27)",2,0,0.0%,☠️ 雜訊
"(6, 5)","(11, 7)","(10, 14)",2,0,0.0%,☠️ 雜訊
"(5, 4)","(8, 9)","(25, 32)",3,0,0.0%,☠️ 雜訊
"(5, 4)","(7, 6)","(10, 16)",2,0,0.0%,☠️ 雜訊
"(6, 5)","(12, 11)","(6, 23)",2,0,0.0%,☠️ 雜訊
"(7, 6)","(14, 11)","(23, 35)",2,0,0.0%,☠️ 雜訊
"(6, 5)","(14, 11)","(23, 35)",2,0,0.0%,☠️ 雜訊
"(5, 5)","(11, 11)","(22, 23)",4,0,0.0%,☠️ 雜訊
"(5, 4)","(9, 6)","(10, 18)",2,0,0.0%,☠️ 雜訊
"(5, 4)","(11, 6)","(10, 28)",4,0,0.0%,☠️ 雜訊
"(5, 4)","(9, 8)","(18, 28)",2,0,0.0%,☠️ 雜訊
"(5, 5)","(11, 7)","(5, 23)",2,0,0.0%,☠️ 雜訊
"(5, 5)","(10, 11)","(8, 23)",3,0,0.0%,☠️ 雜訊
"(5, 5)","(9, 7)","(8, 36)",2,0,0.0%,☠️ 雜訊
"(5, 5)","(12, 14)","(23, 36)",2,0,0.0%,☠️ 雜訊
"(5, 4)","(11, 8)","(23, 38)",2,0,0.0%,☠️ 雜訊
"(7, 6)","(11, 8)","(23, 38)",2,0,0.0%,☠️ 雜訊
"(5, 4)","(9, 6)","(10, 31)",3,0,0.0%,☠️ 雜訊
"(5, 5)","(11, 10)","(17, 25)",2,0,0.0%,☠️ 雜訊
"(5, 5)","(9, 10)","(17, 38)",2,0,0.0%,☠️ 雜訊
"(5, 5)","(16, 16)","(25, 38)",2,0,0.0%,☠️ 雜訊
"(6, 5)","(16, 16)","(25, 38)",2,0,0.0%,☠️ 雜訊
"(5, 4)","(14, 10)","(17, 39)",2,0,0.0%,☠️ 雜訊
"(5, 4)","(10, 10)","(37, 39)",2,0,0.0%,☠️ 雜訊
"(5, 4)","(8, 6)","(17, 22)",2,0,0.0%,☠️ 雜訊
"(5, 4)","(10, 7)","(17, 26)",3,0,0.0%,☠️ 雜訊
"(6, 5)","(10, 10)","(25, 35)",2,0,0.0%,☠️ 雜訊
"(5, 5)","(8, 12)","(35, 38)",2,0,0.0%,☠️ 雜訊
"(5, 4)","(7, 11)","(5, 35)",2,0,0.0%,☠️ 雜訊
"(5, 5)","(9, 9)","(3, 38)",2,0,0.0%,☠️ 雜訊
"(5, 4)","(8, 7)","(26, 35)",2,0,0.0%,☠️ 雜訊
"(6, 5)","(8, 7)","(26, 35)",2,0,0.0%,☠️ 雜訊
"(5, 4)","(10, 8)","(9, 20)",5,0,0.0%,☠️ 雜訊
"(5, 4)","(7, 10)","(17, 20)",2,0,0.0%,☠️ 雜訊
"(6, 5)","(11, 9)","(5, 36)",2,0,0.0%,☠️ 雜訊
"(5, 5)","(9, 9)","(19, 36)",3,0,0.0%,☠️ 雜訊
"(5, 4)","(14, 13)","(17, 29)",2,0,0.0%,☠️ 雜訊
"(5, 5)","(14, 13)","(17, 29)",2,0,0.0%,☠️ 雜訊
"(6, 5)","(14, 13)","(17, 29)",2,0,0.0%,☠️ 雜訊
"(5, 4)","(11, 9)","(17, 30)",2,0,0.0%,☠️ 雜訊
"(5, 5)","(10, 8)","(25, 36)",2,0,0.0%,☠️ 雜訊
"(5, 5)","(11, 10)","(36, 38)",3,0,0.0%,☠️ 雜訊
"(5, 4)","(10, 9)","(17, 34)",2,0,0.0%,☠️ 雜訊
"(5, 4)","(9, 9)","(30, 39)",2,0,0.0%,☠️ 雜訊
"(5, 4)","(9, 7)","(34, 39)",3,0,0.0%,☠️ 雜訊
"(5, 5)","(5, 8)","(17, 31)",2,0,0.0%,☠️ 雜訊
"(5, 5)","(6, 6)","(33, 38)",2,0,0.0%,☠️ 雜訊
"(6, 5)","(9, 11)","(5, 38)",2,0,0.0%,☠️ 雜訊
"(5, 4)","(9, 8)","(11, 14)",2,0,0.0%,☠️ 雜訊
"(5, 4)","(9, 8)","(14, 19)",4,0,0.0%,☠️ 雜訊
"(5, 4)","(8, 7)","(11, 27)",2,0,0.0%,☠️ 雜訊
"(5, 4)","(8, 9)","(5, 17)",2,0,0.0%,☠️ 雜訊
"(5, 4)","(12, 14)","(28, 36)",2,0,0.0%,☠️ 雜訊
"(5, 5)","(11, 11)","(6, 17)",3,0,0.0%,☠️ 雜訊
"(5, 4)","(16, 15)","(10, 23)",2,0,0.0%,☠️ 雜訊
"(5, 5)","(16, 15)","(10, 23)",2,0,0.0%,☠️ 雜訊
"(6, 5)","(16, 15)","(10, 23)",2,0,0.0%,☠️ 雜訊
"(7, 3)","(16, 15)","(10, 23)",2,0,0.0%,☠️ 雜訊
"(5, 4)","(12, 11)","(10, 27)",2,0,0.0%,☠️ 雜訊
"(5, 4)","(9, 8)","(23, 27)",3,0,0.0%,☠️ 雜訊
"(5, 4)","(15, 11)","(11, 24)",2,0,0.0%,☠️ 雜訊
"(5, 5)","(15, 11)","(11, 24)",2,0,0.0%,☠️ 雜訊
"(5, 5)","(14, 11)","(4, 10)",2,0,0.0%,☠️ 雜訊
"(6, 5)","(14, 11)","(4, 10)",2,0,0.0%,☠️ 雜訊
"(5, 5)","(12, 11)","(10, 25)",2,0,0.0%,☠️ 雜訊
"(5, 4)","(13, 11)","(10, 11)",2,0,0.0%,☠️ 雜訊
"(5, 4)","(12, 11)","(11, 23)",2,0,0.0%,☠️ 雜訊
"(5, 5)","(12, 11)","(11, 23)",2,0,0.0%,☠️ 雜訊
"(5, 4)","(11, 7)","(11, 17)",2,0,0.0%,☠️ 雜訊
"(5, 4)","(14, 10)","(10, 15)",2,0,0.0%,☠️ 雜訊
"(7, 3)","(14, 10)","(10, 15)",2,0,0.0%,☠️ 雜訊
"(5, 4)","(14, 7)","(15, 23)",2,0,0.0%,☠️ 雜訊
"(7, 3)","(14, 7)","(15, 23)",2,0,0.0%,☠️ 雜訊
"(5, 4)","(11, 12)","(10, 24)",2,0,0.0%,☠️ 雜訊
"(5, 5)","(11, 12)","(10, 24)",2,0,0.0%,☠️ 雜訊
"(5, 4)","(10, 7)","(27, 31)",2,0,0.0%,☠️ 雜訊
"(5, 4)","(12, 8)","(27, 37)",2,0,0.0%,☠️ 雜訊
"(5, 5)","(12, 11)","(2, 10)",2,0,0.0%,☠️ 雜訊
"(5, 5)","(15, 13)","(7, 22)",2,0,0.0%,☠️ 雜訊
"(5, 4)","(9, 6)","(11, 26)",2,0,0.0%,☠️ 雜訊
"(5, 4)","(12, 9)","(23, 26)",2,0,0.0%,☠️ 雜訊
"(5, 5)","(12, 10)","(7, 31)",4,0,0.0%,☠️ 雜訊
"(5, 4)","(9, 6)","(9, 17)",2,0,0.0%,☠️ 雜訊
"(5, 4)","(13, 10)","(17, 33)",2,0,0.0%,☠️ 雜訊
"(5, 5)","(11, 12)","(1, 23)",2,0,0.0%,☠️ 雜訊
"(5, 4)","(11, 9)","(5, 23)",3,0,0.0%,☠️ 雜訊
"(5, 5)","(14, 11)","(7, 19)",2,0,0.0%,☠️ 雜訊
"(5, 5)","(11, 10)","(7, 23)",3,0,0.0%,☠️ 雜訊
"(5, 5)","(7, 13)","(19, 23)",2,0,0.0%,☠️ 雜訊
"(5, 4)","(10, 10)","(10, 19)",2,0,0.0%,☠️ 雜訊
"(5, 4)","(11, 7)","(16, 38)",2,0,0.0%,☠️ 雜訊
"(5, 4)","(16, 12)","(17, 23)",2,0,0.0%,☠️ 雜訊
"(6, 5)","(16, 12)","(17, 23)",2,0,0.0%,☠️ 雜訊
"(5, 4)","(8, 6)","(17, 32)",2,0,0.0%,☠️ 雜訊
"(5, 4)","(12, 11)","(23, 32)",2,0,0.0%,☠️ 雜訊
"(5, 4)","(12, 9)","(11, 33)",2,0,0.0%,☠️ 雜訊
"(7, 3)","(12, 9)","(11, 33)",2,0,0.0%,☠️ 雜訊
"(5, 4)","(6, 5)","(20, 28)",2,0,0.0%,☠️ 雜訊
"(5, 4)","(10, 9)","(10, 17)",3,0,0.0%,☠️ 雜訊
"(6, 5)","(10, 9)","(10, 17)",2,0,0.0%,☠️ 雜訊
"(5, 4)","(10, 7)","(15, 17)",2,0,0.0%,☠️ 雜訊
"(5, 4)","(8, 13)","(1, 7)",2,0,0.0%,☠️ 雜訊
"(5, 4)","(7, 7)","(25, 27)",2,0,0.0%,☠️ 雜訊
"(5, 4)","(11, 9)","(7, 17)",2,0,0.0%,☠️ 雜訊
"(5, 4)","(9, 8)","(7, 20)",3,0,0.0%,☠️ 雜訊
"(5, 4)","(10, 7)","(17, 20)",2,0,0.0%,☠️ 雜訊
"(6, 5)","(11, 11)","(13, 23)",2,0,0.0%,☠️ 雜訊
"(5, 4)","(10, 10)","(23, 24)",2,0,0.0%,☠️ 雜訊
"(5, 4)","(15, 12)","(24, 27)",2,0,0.0%,☠️ 雜訊
"(5, 4)","(9, 8)","(27, 39)",4,0,0.0%,☠️ 雜訊
"(5, 5)","(10, 13)","(6, 10)",2,0,0.0%,☠️ 雜訊
"(5, 4)","(8, 7)","(14, 17)",2,0,0.0%,☠️ 雜訊
"(5, 4)","(10, 8)","(19, 27)",2,0,0.0%,☠️ 雜訊
"(5, 4)","(9, 6)","(3, 7)",2,0,0.0%,☠️ 雜訊
"(5, 4)","(12, 6)","(3, 11)",2,0,0.0%,☠️ 雜訊
"(5, 4)","(10, 9)","(7, 11)",2,0,0.0%,☠️ 雜訊
"(7, 3)","(10, 9)","(7, 11)",2,0,0.0%,☠️ 雜訊
"(7, 3)","(12, 6)","(7, 33)",2,0,0.0%,☠️ 雜訊
"(5, 4)","(7, 8)","(15, 26)",4,0,0.0%,☠️ 雜訊
"(5, 4)","(13, 15)","(22, 23)",2,0,0.0%,☠️ 雜訊
"(5, 5)","(13, 15)","(22, 23)",2,0,0.0%,☠️ 雜訊
"(6, 5)","(11, 10)","(10, 38)",2,0,0.0%,☠️ 雜訊
"(5, 5)","(9, 7)","(1, 10)",2,0,0.0%,☠️ 雜訊
"(5, 4)","(11, 10)","(10, 26)",2,0,0.0%,☠️ 雜訊
"(5, 4)","(7, 6)","(7, 14)",2,0,0.0%,☠️ 雜訊
"(5, 4)","(8, 10)","(10, 22)",2,0,0.0%,☠️ 雜訊
"(5, 4)","(10, 12)","(17, 22)",2,0,0.0%,☠️ 雜訊
"(6, 5)","(9, 9)","(20, 27)",2,0,0.0%,☠️ 雜訊
"(6, 5)","(13, 9)","(27, 33)",2,0,0.0%,☠️ 雜訊
"(5, 4)","(9, 12)","(17, 34)",2,0,0.0%,☠️ 雜訊
"(5, 4)","(11, 6)","(17, 37)",2,0,0.0%,☠️ 雜訊
"(5, 4)","(9, 6)","(34, 37)",2,0,0.0%,☠️ 雜訊
"(5, 4)","(10, 6)","(23, 31)",2,0,0.0%,☠️ 雜訊
"(5, 4)","(7, 6)","(10, 32)",2,0,0.0%,☠️ 雜訊
"(6, 5)","(7, 6)","(13, 17)",2,0,0.0%,☠️ 雜訊
"(5, 5)","(8, 11)","(11, 22)",2,0,0.0%,☠️ 雜訊
"(6, 5)","(9, 10)","(2, 30)",2,0,0.0%,☠️ 雜訊
"(5, 4)","(11, 9)","(2, 38)",2,0,0.0%,☠️ 雜訊
"(5, 4)","(10, 10)","(30, 38)",2,0,0.0%,☠️ 雜訊
"(5, 4)","(14, 11)","(9, 25)",2,0,0.0%,☠️ 雜訊
"(6, 5)","(14, 11)","(9, 25)",2,0,0.0%,☠️ 雜訊
"(5, 4)","(10, 9)","(4, 33)",3,0,0.0%,☠️ 雜訊
"(5, 4)","(9, 7)","(20, 33)",2,0,0.0%,☠️ 雜訊
"(5, 5)","(7, 6)","(5, 12)",2,0,0.0%,☠️ 雜訊
"(5, 5)","(13, 10)","(24, 38)",2,0,0.0%,☠️ 雜訊
"(5, 4)","(10, 7)","(15, 38)",2,0,0.0%,☠️ 雜訊
"(5, 4)","(10, 13)","(38, 39)",2,0,0.0%,☠️ 雜訊
"(5, 5)","(6, 7)","(11, 17)",2,0,0.0%,☠️ 雜訊
"(5, 5)","(8, 8)","(11, 33)",4,0,0.0%,☠️ 雜訊
"(5, 5)","(11, 9)","(17, 33)",2,0,0.0%,☠️ 雜訊
"(6, 5)","(11, 9)","(17, 33)",2,0,0.0%,☠️ 雜訊
"(6, 5)","(11, 8)","(30, 35)",2,0,0.0%,☠️ 雜訊
"(5, 5)","(9, 7)","(24, 26)",2,0,0.0%,☠️ 雜訊
"(5, 5)","(7, 9)","(26, 37)",2,0,0.0%,☠️ 雜訊
"(5, 5)","(14, 14)","(5, 38)",2,0,0.0%,☠️ 雜訊
"(5, 5)","(14, 11)","(9, 26)",2,0,0.0%,☠️ 雜訊
"(5, 4)","(9, 9)","(9, 28)",2,0,0.0%,☠️ 雜訊
"(5, 5)","(9, 9)","(9, 28)",4,0,0.0%,☠️ 雜訊
"(5, 5)","(9, 10)","(26, 28)",2,0,0.0%,☠️ 雜訊
"(5, 4)","(11, 9)","(12, 26)",3,0,0.0%,☠️ 雜訊
"(5, 4)","(9, 6)","(12, 31)",2,0,0.0%,☠️ 雜訊
"(5, 4)","(11, 8)","(9, 33)",2,0,0.0%,☠️ 雜訊
"(5, 4)","(12, 10)","(12, 33)",2,0,0.0%,☠️ 雜訊
"(5, 5)","(12, 10)","(12, 33)",2,0,0.0%,☠️ 雜訊
"(5, 4)","(13, 8)","(2, 26)",2,0,0.0%,☠️ 雜訊
"(6, 5)","(12, 9)","(10, 26)",2,0,0.0%,☠️ 雜訊
"(5, 5)","(10, 12)","(16, 36)",2,0,0.0%,☠️ 雜訊
"(5, 5)","(7, 6)","(16, 37)",2,0,0.0%,☠️ 雜訊
"(5, 4)","(7, 7)","(18, 37)",3,0,0.0%,☠️ 雜訊
"(5, 4)","(8, 7)","(9, 14)",2,0,0.0%,☠️ 雜訊
"(5, 4)","(7, 6)","(2, 31)",2,0,0.0%,☠️ 雜訊
"(5, 4)","(5, 7)","(8, 31)",2,0,0.0%,☠️ 雜訊
"(5, 5)","(8, 6)","(18, 39)",2,0,0.0%,☠️ 雜訊
"(5, 4)","(12, 9)","(32, 35)",2,0,0.0%,☠️ 雜訊
"(5, 4)","(13, 9)","(32, 38)",2,0,0.0%,☠️ 雜訊
"(5, 5)","(10, 12)","(4, 38)",2,0,0.0%,☠️ 雜訊
"(5, 5)","(10, 9)","(9, 24)",2,0,0.0%,☠️ 雜訊
"(5, 4)","(10, 11)","(9, 39)",3,0,0.0%,☠️ 雜訊
"(6, 5)","(10, 11)","(9, 39)",2,0,0.0%,☠️ 雜訊
"(6, 5)","(13, 11)","(23, 26)",2,0,0.0%,☠️ 雜訊
"(6, 5)","(11, 14)","(4, 9)",2,0,0.0%,☠️ 雜訊
"(5, 5)","(8, 9)","(4, 15)",2,0,0.0%,☠️ 雜訊
"(5, 4)","(10, 10)","(4, 26)",4,0,0.0%,☠️ 雜訊
"(6, 5)","(9, 7)","(24, 33)",3,0,0.0%,☠️ 雜訊
"(5, 5)","(9, 8)","(9, 20)",2,0,0.0%,☠️ 雜訊
"(6, 5)","(9, 8)","(9, 20)",2,0,0.0%,☠️ 雜訊
"(6, 5)","(8, 8)","(9, 29)",2,0,0.0%,☠️ 雜訊
"(5, 4)","(12, 14)","(22, 27)",2,0,0.0%,☠️ 雜訊
"(5, 5)","(12, 14)","(22, 27)",2,0,0.0%,☠️ 雜訊
"(6, 5)","(12, 14)","(22, 27)",2,0,0.0%,☠️ 雜訊
"(5, 4)","(12, 11)","(16, 39)",2,0,0.0%,☠️ 雜訊
"(5, 5)","(12, 11)","(16, 39)",2,0,0.0%,☠️ 雜訊
"(5, 5)","(10, 12)","(37, 38)",2,0,0.0%,☠️ 雜訊
"(5, 4)","(12, 13)","(17, 22)",2,0,0.0%,☠️ 雜訊
"(7, 6)","(12, 13)","(17, 22)",2,0,0.0%,☠️ 雜訊
"(5, 4)","(9, 13)","(22, 28)",2,0,0.0%,☠️ 雜訊
"(6, 5)","(14, 11)","(7, 22)",2,0,0.0%,☠️ 雜訊
"(5, 4)","(10, 11)","(9, 17)",2,0,0.0%,☠️ 雜訊
"(5, 5)","(10, 11)","(9, 17)",2,0,0.0%,☠️ 雜訊
"(6, 5)","(10, 11)","(9, 17)",2,0,0.0%,☠️ 雜訊
"(5, 4)","(13, 12)","(9, 29)",2,0,0.0%,☠️ 雜訊
"(5, 5)","(13, 12)","(9, 29)",2,0,0.0%,☠️ 雜訊
"(6, 5)","(13, 12)","(9, 29)",2,0,0.0%,☠️ 雜訊
"(5, 4)","(10, 12)","(9, 23)",2,0,0.0%,☠️ 雜訊
"(5, 5)","(10, 12)","(9, 23)",2,0,0.0%,☠️ 雜訊
"(5, 5)","(12, 8)","(32, 39)",2,0,0.0%,☠️ 雜訊
"(5, 5)","(14, 10)","(12, 39)",2,0,0.0%,☠️ 雜訊
"(5, 4)","(12, 11)","(9, 22)",2,0,0.0%,☠️ 雜訊
"(5, 4)","(9, 9)","(9, 14)",3,0,0.0%,☠️ 雜訊
"(5, 4)","(10, 5)","(4, 37)",2,0,0.0%,☠️ 雜訊
"(5, 4)","(11, 7)","(5, 9)",3,0,0.0%,☠️ 雜訊
"(5, 4)","(9, 10)","(1, 39)",2,0,0.0%,☠️ 雜訊
"(5, 4)","(8, 8)","(22, 35)",2,0,0.0%,☠️ 雜訊
"(5, 4)","(16, 16)","(22, 38)",2,0,0.0%,☠️ 雜訊
"(5, 5)","(16, 16)","(22, 38)",2,0,0.0%,☠️ 雜訊
"(7, 6)","(16, 16)","(22, 38)",2,0,0.0%,☠️ 雜訊
"(6, 5)","(16, 16)","(22, 38)",2,0,0.0%,☠️ 雜訊
"(5, 5)","(7, 5)","(21, 37)",2,0,0.0%,☠️ 雜訊
"(5, 4)","(12, 20)","(4, 22)",2,0,0.0%,☠️ 雜訊
"(5, 5)","(12, 20)","(4, 22)",2,0,0.0%,☠️ 雜訊
"(6, 8)","(12, 20)","(4, 22)",2,0,0.0%,☠️ 雜訊
"(5, 4)","(10, 11)","(5, 22)",4,0,0.0%,☠️ 雜訊
"(7, 3)","(13, 8)","(9, 27)",2,0,0.0%,☠️ 雜訊
"(7, 3)","(9, 7)","(9, 35)",2,0,0.0%,☠️ 雜訊
"(6, 8)","(12, 12)","(18, 22)",2,0,0.0%,☠️ 雜訊
"(6, 5)","(9, 12)","(22, 23)",2,0,0.0%,☠️ 雜訊
"(5, 4)","(9, 9)","(9, 21)",2,0,0.0%,☠️ 雜訊
"(5, 4)","(13, 12)","(13, 22)",2,0,0.0%,☠️ 雜訊
"(6, 5)","(13, 12)","(13, 22)",2,0,0.0%,☠️ 雜訊
"(5, 5)","(7, 8)","(2, 33)",2,0,0.0%,☠️ 雜訊
"(5, 5)","(8, 12)","(2, 34)",2,0,0.0%,☠️ 雜訊
"(5, 4)","(8, 8)","(22, 29)",2,0,0.0%,☠️ 雜訊
"(5, 4)","(8, 7)","(11, 39)",2,0,0.0%,☠️ 雜訊
"(5, 5)","(13, 11)","(17, 39)",2,0,0.0%,☠️ 雜訊
"(6, 5)","(9, 7)","(13, 37)",2,0,0.0%,☠️ 雜訊
"(6, 5)","(9, 7)","(22, 37)",2,0,0.0%,☠️ 雜訊
"(5, 5)","(12, 12)","(9, 38)",2,0,0.0%,☠️ 雜訊
"(6, 8)","(14, 17)","(1, 32)",2,0,0.0%,☠️ 雜訊
"(5, 5)","(14, 17)","(1, 32)",2,0,0.0%,☠️ 雜訊
"(5, 5)","(8, 10)","(8, 9)",2,0,0.0%,☠️ 雜訊
"(5, 5)","(12, 10)","(8, 27)",2,0,0.0%,☠️ 雜訊
"(5, 4)","(11, 9)","(8, 24)",2,0,0.0%,☠️ 雜訊
"(5, 4)","(12, 13)","(8, 31)",2,0,0.0%,☠️ 雜訊
